"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0050919"	"negative chemotaxis"	103	19	8.68	"0.00090"
"GO:0072593"	"reactive oxygen species metabolic proces..."	463	59	39	"0.00090"
"GO:0015850"	"organic hydroxy compound transport"	396	52	33.36	"0.00090"
"GO:0021510"	"spinal cord development"	248	36	20.89	"0.00092"
"GO:1903530"	"regulation of secretion by cell"	1038	116	87.44	"0.00093"
"GO:0071417"	"cellular response to organonitrogen comp..."	1111	123	93.59	"0.00094"
"GO:1902905"	"positive regulation of supramolecular fi..."	303	42	25.52	"0.00094"
"GO:0002446"	"neutrophil mediated immunity"	833	96	70.17	"0.00096"
"GO:0046173"	"polyol biosynthetic process"	136	23	11.46	"0.00097"
"GO:0006636"	"unsaturated fatty acid biosynthetic proc..."	96	18	8.09	"0.00099"
"GO:0006879"	"intracellular iron ion homeostasis"	120	21	10.11	"0.00101"
"GO:0042417"	"dopamine metabolic process"	104	19	8.76	"0.00101"
"GO:0023052"	"signaling"	7060	652	594.72	"0.00102"
"GO:0001944"	"vasculature development"	979	110	82.47	"0.00104"
"GO:1903169"	"regulation of calcium ion transmembrane ..."	214	32	18.03	"0.00104"
"GO:0042362"	"fat-soluble vitamin biosynthetic process"	52	12	4.38	"0.00105"
"GO:0009593"	"detection of chemical stimulus"	137	23	11.54	"0.00107"
"GO:0008064"	"regulation of actin polymerization or de..."	260	37	21.9	"0.00113"
"GO:0002275"	"myeloid cell activation involved in immu..."	858	98	72.28	"0.00114"
"GO:0009612"	"response to mechanical stimulus"	497	62	41.87	"0.00115"
"GO:0031667"	"response to nutrient levels"	1275	138	107.4	"0.00116"
"GO:0032102"	"negative regulation of response to exter..."	439	56	36.98	"0.00117"
"GO:0034767"	"positive regulation of monoatomic ion tr..."	279	39	23.5	"0.00119"
"GO:1901570"	"fatty acid derivative biosynthetic proce..."	207	31	17.44	"0.00121"
"GO:0042742"	"defense response to bacterium"	430	55	36.22	"0.00121"
"GO:0007009"	"plasma membrane organization"	225	33	18.95	"0.00123"
"GO:0072329"	"monocarboxylic acid catabolic process"	354	47	29.82	"0.00123"
"GO:1904064"	"positive regulation of cation transmembr..."	243	35	20.47	"0.00123"
"GO:0019755"	"one-carbon compound transport"	60	13	5.05	"0.00124"
"GO:0048265"	"response to pain"	53	12	4.46	"0.00126"
"GO:0014070"	"response to organic cyclic compound"	1878	194	158.2	"0.00127"
"GO:0019748"	"secondary metabolic process"	317	43	26.7	"0.00127"
"GO:0050879"	"multicellular organismal movement"	114	20	9.6	"0.00127"
"GO:0048738"	"cardiac muscle tissue development"	355	47	29.9	"0.00130"
"GO:0000303"	"response to superoxide"	83	16	6.99	"0.00137"
"GO:0010033"	"response to organic substance"	4596	437	387.16	"0.00138"
"GO:0030029"	"actin filament-based process"	1282	138	107.99	"0.00143"
"GO:1901698"	"response to nitrogen compound"	2125	216	179.01	"0.00152"
"GO:0007188"	"adenylate cyclase-modulating G protein-c..."	149	24	12.55	"0.00153"
"GO:0046716"	"muscle cell cellular homeostasis"	149	24	12.55	"0.00153"
"GO:0007154"	"cell communication"	7181	660	604.92	"0.00155"
"GO:0032094"	"response to food"	84	16	7.08	"0.00156"
"GO:0002274"	"myeloid leukocyte activation"	908	102	76.49	"0.00157"
"GO:0009063"	"amino acid catabolic process"	265	37	22.32	"0.00160"
"GO:0060465"	"pharynx development"	100	18	8.42	"0.00162"
"GO:0043299"	"leukocyte degranulation"	847	96	71.35	"0.00162"
"GO:0048545"	"response to steroid hormone"	786	90	66.21	"0.00166"
"GO:1903532"	"positive regulation of secretion by cell"	584	70	49.2	"0.00167"
"GO:0005975"	"carbohydrate metabolic process"	1035	114	87.19	"0.00170"
"GO:0002444"	"myeloid leukocyte mediated immunity"	869	98	73.2	"0.00171"
"GO:0042446"	"hormone biosynthetic process"	266	37	22.41	"0.00171"
"GO:0050830"	"defense response to Gram-positive bacter..."	159	25	13.39	"0.00174"
"GO:0007015"	"actin filament organization"	605	72	50.96	"0.00175"
"GO:0015701"	"bicarbonate transport"	55	12	4.63	"0.00177"
"GO:0034764"	"positive regulation of transmembrane tra..."	380	49	32.01	"0.00183"
"GO:0050728"	"negative regulation of inflammatory resp..."	134	22	11.29	"0.00183"
"GO:0030832"	"regulation of actin filament length"	267	37	22.49	"0.00183"
"GO:2000242"	"negative regulation of reproductive proc..."	177	27	14.91	"0.00184"
"GO:0051241"	"negative regulation of multicellular org..."	1915	196	161.32	"0.00185"
"GO:0006950"	"response to stress"	5901	549	497.09	"0.00185"
"GO:0042133"	"neurotransmitter metabolic process"	249	35	20.98	"0.00188"
"GO:0051932"	"synaptic transmission, GABAergic"	126	21	10.61	"0.00190"
"GO:0009743"	"response to carbohydrate"	498	61	41.95	"0.00195"
"GO:0033993"	"response to lipid"	1485	156	125.09	"0.00197"
"GO:0001662"	"behavioral fear response"	63	13	5.31	"0.00198"
"GO:0002756"	"MyD88-independent toll-like receptor sig..."	63	13	5.31	"0.00198"
"GO:0071466"	"cellular response to xenobiotic stimulus"	479	59	40.35	"0.00201"
"GO:0051239"	"regulation of multicellular organismal p..."	4893	461	412.18	"0.00202"
"GO:0035094"	"response to nicotine"	135	22	11.37	"0.00202"
"GO:0002252"	"immune effector process"	1572	164	132.42	"0.00202"
"GO:0015695"	"organic cation transport"	205	30	17.27	"0.00206"
"GO:0089718"	"amino acid import across plasma membrane"	56	12	4.72	"0.00208"
"GO:0051258"	"protein polymerization"	402	51	33.86	"0.00212"
"GO:0032273"	"positive regulation of protein polymeriz..."	170	26	14.32	"0.00213"
"GO:0030835"	"negative regulation of actin filament de..."	49	11	4.13	"0.00213"
"GO:0050727"	"regulation of inflammatory response"	288	39	24.26	"0.00215"
"GO:0030838"	"positive regulation of actin filament po..."	119	20	10.02	"0.00217"
"GO:0007599"	"hemostasis"	307	41	25.86	"0.00218"
"GO:0009409"	"response to cold"	162	25	13.65	"0.00227"
"GO:0019369"	"arachidonic acid metabolic process"	87	16	7.33	"0.00228"
"GO:1903793"	"positive regulation of monoatomic anion ..."	87	16	7.33	"0.00228"
"GO:0051938"	"L-glutamate import"	64	13	5.39	"0.00230"
"GO:0009066"	"aspartate family amino acid metabolic pr..."	128	21	10.78	"0.00232"
"GO:0030216"	"keratinocyte differentiation"	145	23	12.21	"0.00232"
"GO:0046165"	"alcohol biosynthetic process"	346	45	29.15	"0.00232"
"GO:0045765"	"regulation of angiogenesis"	327	43	27.55	"0.00233"
"GO:0006959"	"humoral immune response"	243	34	20.47	"0.00234"
"GO:0050795"	"regulation of behavior"	443	55	37.32	"0.00235"
"GO:0006633"	"fatty acid biosynthetic process"	318	42	26.79	"0.00239"
"GO:0009068"	"aspartate family amino acid catabolic pr..."	57	12	4.8	"0.00244"
"GO:0030879"	"mammary gland development"	253	35	21.31	"0.00247"
"GO:0032970"	"regulation of actin filament-based proce..."	634	74	53.41	"0.00254"
"GO:0090504"	"epiboly"	80	15	6.74	"0.00254"
"GO:1901880"	"negative regulation of protein depolymer..."	104	18	8.76	"0.00254"
"GO:0043266"	"regulation of potassium ion transport"	129	21	10.87	"0.00255"
"GO:0000305"	"response to oxygen radical"	88	16	7.41	"0.00257"
"GO:0007277"	"pole cell development"	65	13	5.48	"0.00266"
"GO:0001516"	"prostaglandin biosynthetic process"	73	14	6.15	"0.00280"
"GO:0017001"	"antibiotic catabolic process"	73	14	6.15	"0.00280"
"GO:0046457"	"prostanoid biosynthetic process"	73	14	6.15	"0.00280"
"GO:1903170"	"negative regulation of calcium ion trans..."	58	12	4.89	"0.00285"
"GO:0007638"	"mechanosensory behavior"	89	16	7.5	"0.00290"
"GO:0042448"	"progesterone metabolic process"	51	11	4.3	"0.00299"
"GO:0043052"	"thermotaxis"	51	11	4.3	"0.00299"
"GO:0050907"	"detection of chemical stimulus involved ..."	51	11	4.3	"0.00299"
"GO:1901685"	"glutathione derivative metabolic process"	51	11	4.3	"0.00299"
"GO:1901687"	"glutathione derivative biosynthetic proc..."	51	11	4.3	"0.00299"
"GO:0006582"	"melanin metabolic process"	114	19	9.6	"0.00305"
"GO:0006955"	"immune response"	2103	211	177.15	"0.00320"
"GO:0043050"	"pharyngeal pumping"	140	22	11.79	"0.00321"
"GO:0009888"	"tissue development"	3793	362	319.52	"0.00325"
"GO:0045332"	"phospholipid translocation"	82	15	6.91	"0.00325"
"GO:0032233"	"positive regulation of actin filament bu..."	90	16	7.58	"0.00326"
"GO:0043242"	"negative regulation of protein-containin..."	115	19	9.69	"0.00337"
"GO:0032409"	"regulation of transporter activity"	353	45	29.74	"0.00341"
"GO:0002221"	"pattern recognition receptor signaling p..."	315	41	26.54	"0.00348"
"GO:0021954"	"central nervous system neuron developmen..."	141	22	11.88	"0.00351"
"GO:0009065"	"glutamine family amino acid catabolic pr..."	67	13	5.64	"0.00351"
"GO:0042330"	"taxis"	1292	136	108.84	"0.00351"
"GO:0046688"	"response to copper ion"	124	20	10.45	"0.00356"
"GO:0022612"	"gland morphogenesis"	432	53	36.39	"0.00358"
"GO:0051481"	"negative regulation of cytosolic calcium..."	75	14	6.32	"0.00363"
"GO:0007419"	"ventral cord development"	83	15	6.99	"0.00367"
"GO:0034204"	"lipid translocation"	83	15	6.99	"0.00367"
"GO:0019359"	"nicotinamide nucleotide biosynthetic pro..."	116	19	9.77	"0.00372"
"GO:0019363"	"pyridine nucleotide biosynthetic process"	116	19	9.77	"0.00372"
"GO:0003014"	"renal system process"	186	27	15.67	"0.00376"
"GO:0009820"	"alkaloid metabolic process"	60	12	5.05	"0.00382"
"GO:0071495"	"cellular response to endogenous stimulus"	2299	228	193.66	"0.00383"
"GO:0051260"	"protein homooligomerization"	655	75	55.18	"0.00388"
"GO:0006954"	"inflammatory response"	594	69	50.04	"0.00390"
"GO:0042440"	"pigment metabolic process"	317	41	26.7	"0.00390"
"GO:0016114"	"terpenoid biosynthetic process"	53	11	4.46	"0.00409"
"GO:0030834"	"regulation of actin filament depolymeriz..."	53	11	4.46	"0.00409"
"GO:0016051"	"carbohydrate biosynthetic process"	376	47	31.67	"0.00411"
"GO:0001667"	"ameboidal-type cell migration"	854	94	71.94	"0.00426"
"GO:0002263"	"cell activation involved in immune respo..."	1001	108	84.32	"0.00426"
"GO:0016525"	"negative regulation of angiogenesis"	152	23	12.8	"0.00426"
"GO:0015740"	"C4-dicarboxylate transport"	61	12	5.14	"0.00440"
"GO:0007274"	"neuromuscular synaptic transmission"	225	31	18.95	"0.00447"
"GO:0007187"	"G protein-coupled receptor signaling pat..."	144	22	12.13	"0.00455"
"GO:0010522"	"regulation of calcium ion transport into..."	144	22	12.13	"0.00455"
"GO:0051606"	"detection of stimulus"	477	57	40.18	"0.00458"
"GO:0002366"	"leukocyte activation involved in immune ..."	994	107	83.73	"0.00475"
"GO:0009642"	"response to light intensity"	54	11	4.55	"0.00476"
"GO:0031424"	"keratinization"	54	11	4.55	"0.00476"
"GO:0051452"	"intracellular pH reduction"	54	11	4.55	"0.00476"
"GO:1901381"	"positive regulation of potassium ion tra..."	54	11	4.55	"0.00476"
"GO:0002758"	"innate immune response-activating signal..."	340	43	28.64	"0.00477"
"GO:0033627"	"cell adhesion mediated by integrin"	102	17	8.59	"0.00491"
"GO:0051899"	"membrane depolarization"	119	19	10.02	"0.00495"
"GO:0046717"	"acid secretion"	190	27	16.01	"0.00503"
"GO:0002220"	"innate immune response activating cell s..."	94	16	7.92	"0.00507"
"GO:0051928"	"positive regulation of calcium ion trans..."	172	25	14.49	"0.00507"
"GO:0043542"	"endothelial cell migration"	274	36	23.08	"0.00509"
"GO:0045055"	"regulated exocytosis"	1188	125	100.08	"0.00511"
"GO:0072525"	"pyridine-containing compound biosyntheti..."	128	20	10.78	"0.00514"
"GO:0035006"	"melanization defense response"	86	15	7.24	"0.00518"
"GO:0030042"	"actin filament depolymerization"	70	13	5.9	"0.00519"
"GO:0044319"	"wound healing, spreading of cells"	70	13	5.9	"0.00519"
"GO:0090505"	"epiboly involved in wound healing"	70	13	5.9	"0.00519"
"GO:0010524"	"positive regulation of calcium ion trans..."	78	14	6.57	"0.00523"
"GO:0007617"	"mating behavior"	342	43	28.81	"0.00530"
"GO:0030036"	"actin cytoskeleton organization"	1168	123	98.39	"0.00531"
"GO:0006887"	"exocytosis"	1297	135	109.26	"0.00535"
"GO:0008202"	"steroid metabolic process"	572	66	48.18	"0.00546"
"GO:0002443"	"leukocyte mediated immunity"	1032	110	86.93	"0.00570"
"GO:1903035"	"negative regulation of response to wound..."	138	21	11.62	"0.00574"
"GO:0060004"	"reflex"	63	12	5.31	"0.00577"
"GO:0097035"	"regulation of membrane lipid distributio..."	87	15	7.33	"0.00578"
"GO:0046364"	"monosaccharide biosynthetic process"	192	27	16.17	"0.00580"
"GO:0061337"	"cardiac conduction"	147	22	12.38	"0.00583"
"GO:0008207"	"C21-steroid hormone metabolic process"	79	14	6.65	"0.00587"
"GO:0051496"	"positive regulation of stress fiber asse..."	79	14	6.65	"0.00587"
"GO:0009435"	"NAD biosynthetic process"	71	13	5.98	"0.00588"
"GO:0010882"	"regulation of cardiac muscle contraction..."	71	13	5.98	"0.00588"
"GO:0007297"	"follicle cell of egg chamber migration"	267	35	22.49	"0.00590"
"GO:0051453"	"regulation of intracellular pH"	121	19	10.19	"0.00595"
"GO:0031589"	"cell-substrate adhesion"	364	45	30.66	"0.00600"
"GO:0070613"	"regulation of protein processing"	130	20	10.95	"0.00612"
"GO:0007420"	"brain development"	1465	150	123.41	"0.00620"
"GO:0046686"	"response to cadmium ion"	193	27	16.26	"0.00622"
"GO:0021953"	"central nervous system neuron differenti..."	316	40	26.62	"0.00623"
"GO:1904427"	"positive regulation of calcium ion trans..."	139	21	11.71	"0.00624"
"GO:0006586"	"indolalkylamine metabolic process"	56	11	4.72	"0.00634"
"GO:0019852"	"L-ascorbic acid metabolic process"	56	11	4.72	"0.00634"
"GO:1901334"	"lactone metabolic process"	56	11	4.72	"0.00634"
"GO:0006692"	"prostanoid metabolic process"	157	23	13.23	"0.00636"
"GO:0006693"	"prostaglandin metabolic process"	157	23	13.23	"0.00636"
"GO:0071236"	"cellular response to antibiotic"	317	40	26.7	"0.00657"
"GO:0071322"	"cellular response to carbohydrate stimul..."	269	35	22.66	"0.00662"
"GO:1903317"	"regulation of protein maturation"	131	20	11.04	"0.00667"
"GO:0006694"	"steroid biosynthetic process"	386	47	32.52	"0.00671"
"GO:0050817"	"coagulation"	308	39	25.95	"0.00682"
"GO:0051588"	"regulation of neurotransmitter transport"	251	33	21.14	"0.00703"
"GO:0002764"	"immune response-regulating signaling pat..."	518	60	43.64	"0.00720"
"GO:0042698"	"ovulation cycle"	132	20	11.12	"0.00725"
"GO:0045879"	"negative regulation of smoothened signal..."	106	17	8.93	"0.00727"
"GO:1901699"	"cellular response to nitrogen compound"	1255	130	105.72	"0.00727"
"GO:0042219"	"cellular modified amino acid catabolic p..."	57	11	4.8	"0.00727"
"GO:0072359"	"circulatory system development"	1756	176	147.92	"0.00729"
"GO:0018991"	"egg-laying behavior"	290	37	24.43	"0.00732"
"GO:0021515"	"cell differentiation in spinal cord"	81	14	6.82	"0.00736"
"GO:0060538"	"skeletal muscle organ development"	388	47	32.68	"0.00736"
"GO:0040013"	"negative regulation of locomotion"	398	48	33.53	"0.00739"
"GO:0006801"	"superoxide metabolic process"	150	22	12.64	"0.00740"
"GO:0001952"	"regulation of cell-matrix adhesion"	159	23	13.39	"0.00740"
"GO:0042759"	"long-chain fatty acid biosynthetic proce..."	73	13	6.15	"0.00747"
"GO:0043588"	"skin development"	339	42	28.56	"0.00747"
"GO:0007155"	"cell adhesion"	1321	136	111.28	"0.00749"
"GO:0042592"	"homeostatic process"	2658	257	223.91	"0.00764"
"GO:0032412"	"regulation of monoatomic ion transmembra..."	330	41	27.8	"0.00777"
"GO:0042542"	"response to hydrogen peroxide"	253	33	21.31	"0.00790"
"GO:0060322"	"head development"	1574	159	132.59	"0.00801"
"GO:0051591"	"response to cAMP"	197	27	16.59	"0.00814"
"GO:0071229"	"cellular response to acid chemical"	331	41	27.88	"0.00817"
"GO:0046460"	"neutral lipid biosynthetic process"	82	14	6.91	"0.00820"
"GO:0046463"	"acylglycerol biosynthetic process"	82	14	6.91	"0.00820"
"GO:0051604"	"protein maturation"	949	101	79.94	"0.00821"
"GO:0110053"	"regulation of actin filament organizatio..."	351	43	29.57	"0.00831"
"GO:0051955"	"regulation of amino acid transport"	58	11	4.89	"0.00831"
"GO:0030182"	"neuron differentiation"	3069	293	258.53	"0.00845"
"GO:0034394"	"protein localization to cell surface"	134	20	11.29	"0.00855"
"GO:0022898"	"regulation of transmembrane transporter ..."	332	41	27.97	"0.00858"
"GO:0086001"	"cardiac muscle cell action potential"	91	15	7.67	"0.00879"
"GO:1901652"	"response to peptide"	920	98	77.5	"0.00892"
"GO:0001822"	"kidney development"	473	55	39.84	"0.00907"
"GO:0010812"	"negative regulation of cell-substrate ad..."	83	14	6.99	"0.00912"
"GO:0032570"	"response to progesterone"	83	14	6.99	"0.00912"
"GO:0046503"	"glycerolipid catabolic process"	126	19	10.61	"0.00917"
"GO:0002218"	"activation of innate immune response"	363	44	30.58	"0.00918"
"GO:2000181"	"negative regulation of blood vessel morp..."	162	23	13.65	"0.00923"
"GO:0008345"	"larval locomotory behavior"	100	16	8.42	"0.00924"
"GO:0006885"	"regulation of pH"	144	21	12.13	"0.00930"
"GO:0030199"	"collagen fibril organization"	59	11	4.97	"0.00946"
"GO:0071353"	"cellular response to interleukin-4"	59	11	4.97	"0.00946"
"GO:0043268"	"positive regulation of potassium ion tra..."	67	12	5.64	"0.00950"
"GO:0007596"	"blood coagulation"	295	37	24.85	"0.00954"
"GO:0051651"	"maintenance of location in cell"	444	52	37.4	"0.00958"
"GO:1901379"	"regulation of potassium ion transmembran..."	92	15	7.75	"0.00970"
"GO:0022029"	"telencephalon cell migration"	118	18	9.94	"0.00981"
"GO:0110020"	"regulation of actomyosin structure organ..."	200	27	16.85	"0.00989"
"GO:0030641"	"regulation of cellular pH"	127	19	10.7	"0.00996"
"GO:0008306"	"associative learning"	345	42	29.06	"0.00999"
"GO:0051289"	"protein homotetramerization"	238	31	20.05	"0.01000"
"GO:0030038"	"contractile actin filament bundle assemb..."	136	20	11.46	"0.01003"
"GO:0043149"	"stress fiber assembly"	136	20	11.46	"0.01003"
"GO:0043583"	"ear development"	365	44	30.75	"0.01007"
"GO:0007601"	"visual perception"	191	26	16.09	"0.01011"
"GO:0008610"	"lipid biosynthetic process"	1312	134	110.52	"0.01021"
"GO:0050829"	"defense response to Gram-negative bacter..."	210	28	17.69	"0.01027"
"GO:0051259"	"protein complex oligomerization"	989	104	83.31	"0.01030"
"GO:0050714"	"positive regulation of protein secretion"	356	43	29.99	"0.01052"
"GO:0010594"	"regulation of endothelial cell migration"	220	29	18.53	"0.01062"
"GO:0031645"	"negative regulation of nervous system pr..."	68	12	5.73	"0.01068"
"GO:0002253"	"activation of immune response"	549	62	46.25	"0.01080"
"GO:0006026"	"aminoglycan catabolic process"	146	21	12.3	"0.01083"
"GO:0043434"	"response to peptide hormone"	821	88	69.16	"0.01095"
"GO:0003208"	"cardiac ventricle morphogenesis"	102	16	8.59	"0.01112"
"GO:0019320"	"hexose catabolic process"	102	16	8.59	"0.01112"
"GO:0030011"	"maintenance of cell polarity"	85	14	7.16	"0.01120"
"GO:1902743"	"regulation of lamellipodium organization"	85	14	7.16	"0.01120"
"GO:0006749"	"glutathione metabolic process"	174	24	14.66	"0.01123"
"GO:1903524"	"positive regulation of blood circulation"	111	17	9.35	"0.01141"
"GO:1901342"	"regulation of vasculature development"	358	43	30.16	"0.01153"
"GO:0021885"	"forebrain cell migration"	120	18	10.11	"0.01160"
"GO:0016199"	"axon midline choice point recognition"	77	13	6.49	"0.01164"
"GO:0023061"	"signal release"	919	97	77.42	"0.01174"
"GO:0052652"	"cyclic purine nucleotide metabolic proce..."	94	15	7.92	"0.01176"
"GO:0033189"	"response to vitamin A"	69	12	5.81	"0.01196"
"GO:0048384"	"retinoic acid receptor signaling pathway"	69	12	5.81	"0.01196"
"GO:0010596"	"negative regulation of endothelial cell ..."	61	11	5.14	"0.01211"
"GO:0050909"	"sensory perception of taste"	61	11	5.14	"0.01211"
"GO:0098900"	"regulation of action potential"	103	16	8.68	"0.01217"
"GO:2001257"	"regulation of cation channel activity"	213	28	17.94	"0.01232"
"GO:0050708"	"regulation of protein secretion"	636	70	53.58	"0.01247"
"GO:0019233"	"sensory perception of pain"	148	21	12.47	"0.01254"
"GO:0008544"	"epidermis development"	605	67	50.96	"0.01257"
"GO:0048732"	"gland development"	1159	119	97.63	"0.01289"
"GO:0009187"	"cyclic nucleotide metabolic process"	95	15	8	"0.01292"
"GO:0060191"	"regulation of lipase activity"	95	15	8	"0.01292"
"GO:0007158"	"neuron cell-cell adhesion"	78	13	6.57	"0.01292"
"GO:0016198"	"axon choice point recognition"	78	13	6.57	"0.01292"
"GO:0051385"	"response to mineralocorticoid"	78	13	6.57	"0.01292"
"GO:0090066"	"regulation of anatomical structure size"	1181	121	99.49	"0.01300"
"GO:0015718"	"monocarboxylic acid transport"	331	40	27.88	"0.01314"
"GO:0031214"	"biomineral tissue development"	158	22	13.31	"0.01330"
"GO:0010591"	"regulation of lamellipodium assembly"	70	12	5.9	"0.01336"
"GO:0001818"	"negative regulation of cytokine producti..."	253	32	21.31	"0.01349"
"GO:0035249"	"synaptic transmission, glutamatergic"	113	17	9.52	"0.01352"
"GO:0009913"	"epidermal cell differentiation"	412	48	34.71	"0.01359"
"GO:0007200"	"phospholipase C-activating G protein-cou..."	62	11	5.22	"0.01364"
"GO:0086002"	"cardiac muscle cell action potential inv..."	62	11	5.22	"0.01364"
"GO:0001503"	"ossification"	392	46	33.02	"0.01371"
"GO:0002793"	"positive regulation of peptide secretion"	392	46	33.02	"0.01371"
"GO:0051592"	"response to calcium ion"	234	30	19.71	"0.01373"
"GO:0010632"	"regulation of epithelial cell migration"	342	41	28.81	"0.01379"
"GO:0008285"	"negative regulation of cell population p..."	1314	133	110.69	"0.01381"
"GO:0031347"	"regulation of defense response"	829	88	69.83	"0.01385"
"GO:0060179"	"male mating behavior"	215	28	18.11	"0.01386"
"GO:0007411"	"axon guidance"	808	86	68.06	"0.01395"
"GO:0003007"	"heart morphogenesis"	515	58	43.38	"0.01405"
"GO:0043647"	"inositol phosphate metabolic process"	96	15	8.09	"0.01415"
"GO:0048511"	"rhythmic process"	619	68	52.14	"0.01419"
"GO:0030837"	"negative regulation of actin filament po..."	79	13	6.65	"0.01431"
"GO:0042402"	"cellular biogenic amine catabolic proces..."	79	13	6.65	"0.01431"
"GO:0031102"	"neuron projection regeneration"	216	28	18.2	"0.01469"
"GO:0050953"	"sensory perception of light stimulus"	216	28	18.2	"0.01469"
"GO:0002757"	"immune response-activating signaling pat..."	506	57	42.62	"0.01474"
"GO:0019674"	"NAD metabolic process"	123	18	10.36	"0.01476"
"GO:1901879"	"regulation of protein depolymerization"	123	18	10.36	"0.01476"
"GO:0003018"	"vascular process in circulatory system"	245	31	20.64	"0.01477"
"GO:0051926"	"negative regulation of calcium ion trans..."	88	14	7.41	"0.01500"
"GO:0007044"	"cell-substrate junction assembly"	188	25	15.84	"0.01516"
"GO:0150115"	"cell-substrate junction organization"	188	25	15.84	"0.01516"
"GO:0042537"	"benzene-containing compound metabolic pr..."	63	11	5.31	"0.01530"
"GO:0007612"	"learning"	456	52	38.41	"0.01550"
"GO:0009620"	"response to fungus"	179	24	15.08	"0.01556"
"GO:0098609"	"cell-cell adhesion"	738	79	62.17	"0.01578"
"GO:0060711"	"labyrinthine layer development"	80	13	6.74	"0.01581"
"GO:1901343"	"negative regulation of vasculature devel..."	170	23	14.32	"0.01595"
"GO:0030534"	"adult behavior"	540	60	45.49	"0.01640"
"GO:0035150"	"regulation of tube size"	366	43	30.83	"0.01641"
"GO:0050900"	"leukocyte migration"	306	37	25.78	"0.01643"
"GO:0009072"	"aromatic amino acid metabolic process"	89	14	7.5	"0.01647"
"GO:0005996"	"monosaccharide metabolic process"	561	62	47.26	"0.01653"
"GO:0061564"	"axon development"	1355	136	114.14	"0.01661"
"GO:0030431"	"sleep"	228	29	19.21	"0.01679"
"GO:0034766"	"negative regulation of monoatomic ion tr..."	143	20	12.05	"0.01689"
"GO:0031103"	"axon regeneration"	209	27	17.61	"0.01703"
"GO:0035115"	"embryonic forelimb morphogenesis"	64	11	5.39	"0.01711"
"GO:0033013"	"tetrapyrrole metabolic process"	125	18	10.53	"0.01721"
"GO:0007618"	"mating"	327	39	27.55	"0.01726"
"GO:0019362"	"pyridine nucleotide metabolic process"	248	31	20.89	"0.01731"
"GO:0046496"	"nicotinamide nucleotide metabolic proces..."	248	31	20.89	"0.01731"
"GO:0043271"	"negative regulation of monoatomic ion tr..."	219	28	18.45	"0.01741"
"GO:0009310"	"amine catabolic process"	81	13	6.82	"0.01743"
"GO:0071361"	"cellular response to ethanol"	81	13	6.82	"0.01743"
"GO:0048584"	"positive regulation of response to stimu..."	2968	280	250.02	"0.01766"
"GO:0040011"	"locomotion"	3389	317	285.48	"0.01770"
"GO:0006790"	"sulfur compound metabolic process"	913	95	76.91	"0.01785"
"GO:0051208"	"sequestering of calcium ion"	210	27	17.69	"0.01803"
"GO:0050805"	"negative regulation of synaptic transmis..."	172	23	14.49	"0.01812"
"GO:0007298"	"border follicle cell migration"	249	31	20.98	"0.01823"
"GO:0032963"	"collagen metabolic process"	117	17	9.86	"0.01864"
"GO:0021513"	"spinal cord dorsal/ventral patterning"	65	11	5.48	"0.01908"
"GO:0021522"	"spinal cord motor neuron differentiation"	65	11	5.48	"0.01908"
"GO:0033539"	"fatty acid beta-oxidation using acyl-CoA..."	65	11	5.48	"0.01908"
"GO:0051791"	"medium-chain fatty acid metabolic proces..."	65	11	5.48	"0.01908"
"GO:1901046"	"positive regulation of egg-laying behavi..."	65	11	5.48	"0.01908"
"GO:0008643"	"carbohydrate transport"	250	31	21.06	"0.01919"
"GO:0051209"	"release of sequestered calcium ion into ..."	173	23	14.57	"0.01929"
"GO:0071300"	"cellular response to retinoic acid"	91	14	7.67	"0.01972"
"GO:0071242"	"cellular response to ammonium ion"	164	22	13.82	"0.01981"
"GO:0046365"	"monosaccharide catabolic process"	127	18	10.7	"0.01997"
"GO:0019935"	"cyclic-nucleotide-mediated signaling"	212	27	17.86	"0.02016"
"GO:0045823"	"positive regulation of heart contraction"	74	12	6.23	"0.02025"
"GO:0002791"	"regulation of peptide secretion"	683	73	57.53	"0.02035"
"GO:0033273"	"response to vitamin"	222	28	18.7	"0.02051"
"GO:0021517"	"ventral spinal cord development"	83	13	6.99	"0.02103"
"GO:0009190"	"cyclic nucleotide biosynthetic process"	66	11	5.56	"0.02121"
"GO:0010517"	"regulation of phospholipase activity"	66	11	5.56	"0.02121"
"GO:0022603"	"regulation of anatomical structure morph..."	1665	163	140.26	"0.02136"
"GO:0050776"	"regulation of immune response"	877	91	73.88	"0.02145"
"GO:0043534"	"blood vessel endothelial cell migration"	156	21	13.14	"0.02167"
"GO:0030282"	"bone mineralization"	119	17	10.02	"0.02170"
"GO:0046718"	"viral entry into host cell"	101	15	8.51	"0.02176"
"GO:0007160"	"cell-matrix adhesion"	243	30	20.47	"0.02213"
"GO:0042752"	"regulation of circadian rhythm"	243	30	20.47	"0.02213"
"GO:0007189"	"adenylate cyclase-activating G protein-c..."	75	12	6.32	"0.02232"
"GO:0045321"	"leukocyte activation"	1435	142	120.88	"0.02238"
"GO:0042490"	"mechanoreceptor differentiation"	185	24	15.58	"0.02241"
"GO:0010469"	"regulation of signaling receptor activit..."	224	28	18.87	"0.02281"
"GO:0051346"	"negative regulation of hydrolase activit..."	415	47	34.96	"0.02292"
