"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:1903169"	"regulation of calcium ion transmembrane ..."	214	13	6.67	"0.01702"
"GO:0009056"	"catabolic process"	4395	159	137.02	"0.01741"
"GO:0051259"	"protein complex oligomerization"	989	43	30.83	"0.01744"
"GO:0032989"	"cellular component morphogenesis"	2299	89	71.67	"0.01746"
"GO:1901343"	"negative regulation of vasculature devel..."	170	11	5.3	"0.01775"
"GO:0010952"	"positive regulation of peptidase activit..."	310	17	9.66	"0.01786"
"GO:0071248"	"cellular response to metal ion"	360	19	11.22	"0.01837"
"GO:0042127"	"regulation of cell population proliferat..."	3193	119	99.54	"0.01846"
"GO:0048103"	"somatic stem cell division"	171	11	5.33	"0.01846"
"GO:0007416"	"synapse assembly"	669	31	20.86	"0.01859"
"GO:0019538"	"protein metabolic process"	7960	273	248.16	"0.01882"
"GO:0045055"	"regulated exocytosis"	1188	50	37.04	"0.01886"
"GO:0048568"	"embryonic organ development"	885	39	27.59	"0.01894"
"GO:0002831"	"regulation of response to biotic stimulu..."	645	30	20.11	"0.01947"
"GO:0007616"	"long-term memory"	218	13	6.8	"0.01952"
"GO:0031669"	"cellular response to nutrient levels"	541	26	16.87	"0.01979"
"GO:0034762"	"regulation of transmembrane transport"	646	30	20.14	"0.01984"
"GO:0045471"	"response to ethanol"	516	25	16.09	"0.02017"
"GO:0031589"	"cell-substrate adhesion"	364	19	11.35	"0.02035"
"GO:0071417"	"cellular response to organonitrogen comp..."	1111	47	34.64	"0.02067"
"GO:0032501"	"multicellular organismal process"	11102	370	346.11	"0.02082"
"GO:0034329"	"cell junction assembly"	1029	44	32.08	"0.02102"
"GO:0035592"	"establishment of protein localization to..."	838	37	26.12	"0.02133"
"GO:0008088"	"axo-dendritic transport"	175	11	5.46	"0.02150"
"GO:1902117"	"positive regulation of organelle assembl..."	175	11	5.46	"0.02150"
"GO:0019748"	"secondary metabolic process"	317	17	9.88	"0.02165"
"GO:0008038"	"neuron recognition"	367	19	11.44	"0.02194"
"GO:0051124"	"synaptic assembly at neuromuscular junct..."	367	19	11.44	"0.02194"
"GO:0014902"	"myotube differentiation"	269	15	8.39	"0.02199"
"GO:1903829"	"positive regulation of protein localizat..."	922	40	28.74	"0.02204"
"GO:0051234"	"establishment of localization"	7320	252	228.2	"0.02216"
"GO:0030278"	"regulation of ossification"	222	13	6.92	"0.02229"
"GO:0033273"	"response to vitamin"	222	13	6.92	"0.02229"
"GO:0050793"	"regulation of developmental process"	4183	151	130.41	"0.02229"
"GO:0050688"	"regulation of defense response to virus"	176	11	5.49	"0.02232"
"GO:0071692"	"protein localization to extracellular re..."	841	37	26.22	"0.02238"
"GO:1902075"	"cellular response to salt"	343	18	10.69	"0.02243"
"GO:0033993"	"response to lipid"	1485	60	46.3	"0.02283"
"GO:0006820"	"monoatomic anion transport"	1035	44	32.27	"0.02293"
"GO:0002791"	"regulation of peptide secretion"	683	31	21.29	"0.02395"
"GO:0060429"	"epithelium development"	3015	112	93.99	"0.02425"
"GO:0008544"	"epidermis development"	605	28	18.86	"0.02480"
"GO:0043270"	"positive regulation of monoatomic ion tr..."	423	21	13.19	"0.02497"
"GO:1901361"	"organic cyclic compound catabolic proces..."	1209	50	37.69	"0.02502"
"GO:0007405"	"neuroblast proliferation"	298	16	9.29	"0.02513"
"GO:0006865"	"amino acid transport"	274	15	8.54	"0.02540"
"GO:1901890"	"positive regulation of cell junction ass..."	203	12	6.33	"0.02572"
"GO:0010951"	"negative regulation of endopeptidase act..."	180	11	5.61	"0.02581"
"GO:0042180"	"cellular ketone metabolic process"	399	20	12.44	"0.02582"
"GO:0008582"	"regulation of synaptic assembly at neuro..."	299	16	9.32	"0.02582"
"GO:0046677"	"response to antibiotic"	878	38	27.37	"0.02603"
"GO:0006887"	"exocytosis"	1297	53	40.43	"0.02610"
"GO:0009725"	"response to hormone"	1872	73	58.36	"0.02629"
"GO:0048589"	"developmental growth"	1843	72	57.46	"0.02631"
"GO:0060537"	"muscle tissue development"	635	29	19.8	"0.02639"
"GO:0034250"	"positive regulation of amide metabolic p..."	325	17	10.13	"0.02671"
"GO:0008037"	"cell recognition"	478	23	14.9	"0.02693"
"GO:0001667"	"ameboidal-type cell migration"	854	37	26.62	"0.02744"
"GO:0001817"	"regulation of cytokine production"	691	31	21.54	"0.02752"
"GO:0010950"	"positive regulation of endopeptidase act..."	277	15	8.64	"0.02763"
"GO:0009611"	"response to wounding"	1133	47	35.32	"0.02793"
"GO:0008284"	"positive regulation of cell population p..."	1820	71	56.74	"0.02804"
"GO:1901617"	"organic hydroxy compound biosynthetic pr..."	480	23	14.96	"0.02806"
"GO:0008356"	"asymmetric cell division"	303	16	9.45	"0.02871"
"GO:0010243"	"response to organonitrogen compound"	1939	75	60.45	"0.02878"
"GO:0043065"	"positive regulation of apoptotic process"	1052	44	32.8	"0.02910"
"GO:0031668"	"cellular response to extracellular stimu..."	561	26	17.49	"0.02933"
"GO:2000243"	"positive regulation of reproductive proc..."	280	15	8.73	"0.02999"
"GO:0010648"	"negative regulation of cell communicatio..."	2178	83	67.9	"0.03010"
"GO:0051241"	"negative regulation of multicellular org..."	1915	74	59.7	"0.03034"
"GO:0023057"	"negative regulation of signaling"	2180	83	67.96	"0.03068"
"GO:0009306"	"protein secretion"	835	36	26.03	"0.03123"
"GO:0006767"	"water-soluble vitamin metabolic process"	209	12	6.52	"0.03125"
"GO:0006721"	"terpenoid metabolic process"	233	13	7.26	"0.03138"
"GO:0008610"	"lipid biosynthetic process"	1312	53	40.9	"0.03140"
"GO:0035556"	"intracellular signal transduction"	3590	130	111.92	"0.03159"
"GO:0031047"	"regulatory ncRNA-mediated gene silencing"	357	18	11.13	"0.03165"
"GO:0048066"	"developmental pigmentation"	283	15	8.82	"0.03251"
"GO:0048667"	"cell morphogenesis involved in neuron di..."	1631	64	50.85	"0.03254"
"GO:2001235"	"positive regulation of apoptotic signali..."	308	16	9.6	"0.03266"
"GO:0009948"	"anterior/posterior axis specification"	410	20	12.78	"0.03302"
"GO:0001934"	"positive regulation of protein phosphory..."	1289	52	40.18	"0.03355"
"GO:0050807"	"regulation of synapse organization"	595	27	18.55	"0.03357"
"GO:0015711"	"organic anion transport"	868	37	27.06	"0.03385"
"GO:0010770"	"positive regulation of cell morphogenesi..."	360	18	11.22	"0.03395"
"GO:0043112"	"receptor metabolic process"	212	12	6.61	"0.03431"
"GO:0061138"	"morphogenesis of a branching epithelium"	387	19	12.06	"0.03506"
"GO:0007613"	"memory"	439	21	13.69	"0.03525"
"GO:0010927"	"cellular component assembly involved in ..."	414	20	12.91	"0.03598"
"GO:0002283"	"neutrophil activation involved in immune..."	817	35	25.47	"0.03604"
"GO:0001816"	"cytokine production"	762	33	23.76	"0.03605"
"GO:0048646"	"anatomical structure formation involved ..."	2287	86	71.3	"0.03640"
"GO:0042119"	"neutrophil activation"	818	35	25.5	"0.03658"
"GO:0048729"	"tissue morphogenesis"	1934	74	60.29	"0.03666"
"GO:0051051"	"negative regulation of transport"	709	31	22.1	"0.03704"
"GO:0042391"	"regulation of membrane potential"	657	29	20.48	"0.03854"
"GO:1901575"	"organic substance catabolic process"	3769	135	117.5	"0.03861"
"GO:0035152"	"regulation of tube architecture, open tr..."	216	12	6.73	"0.03872"
"GO:0009612"	"response to mechanical stimulus"	497	23	15.49	"0.03927"
"GO:0048565"	"digestive tract development"	551	25	17.18	"0.03980"
"GO:0046686"	"response to cadmium ion"	193	11	6.02	"0.03986"
"GO:0002274"	"myeloid leukocyte activation"	908	38	28.31	"0.04027"
"GO:0034765"	"regulation of monoatomic ion transmembra..."	499	23	15.56	"0.04078"
"GO:0051674"	"localization of cell"	1799	69	56.08	"0.04104"
"GO:0048639"	"positive regulation of developmental gro..."	580	26	18.08	"0.04133"
"GO:0055123"	"digestive system development"	580	26	18.08	"0.04133"
"GO:0071897"	"DNA biosynthetic process"	369	18	11.5	"0.04157"
"GO:0006959"	"humoral immune response"	243	13	7.58	"0.04175"
"GO:0050803"	"regulation of synapse structure or activ..."	662	29	20.64	"0.04181"
"GO:0051222"	"positive regulation of protein transport"	635	28	19.8	"0.04196"
"GO:0015850"	"organic hydroxy compound transport"	396	19	12.35	"0.04257"
"GO:0051223"	"regulation of protein transport"	1082	44	33.73	"0.04308"
"GO:0036230"	"granulocyte activation"	830	35	25.88	"0.04356"
"GO:0002275"	"myeloid cell activation involved in immu..."	858	36	26.75	"0.04366"
"GO:0038127"	"ERBB signaling pathway"	270	14	8.42	"0.04426"
"GO:0071496"	"cellular response to external stimulus"	693	30	21.6	"0.04430"
"GO:0019058"	"viral life cycle"	372	18	11.6	"0.04437"
"GO:0051606"	"detection of stimulus"	477	22	14.87	"0.04442"
"GO:0045927"	"positive regulation of growth"	776	33	24.19	"0.04452"
"GO:0006629"	"lipid metabolic process"	2340	87	72.95	"0.04471"
"GO:0050878"	"regulation of body fluid levels"	558	25	17.4	"0.04502"
"GO:0001763"	"morphogenesis of a branching structure"	425	20	13.25	"0.04513"
"GO:0002446"	"neutrophil mediated immunity"	833	35	25.97	"0.04545"
"GO:1902652"	"secondary alcohol metabolic process"	322	16	10.04	"0.04583"
"GO:0045785"	"positive regulation of cell adhesion"	400	19	12.47	"0.04625"
"GO:0051047"	"positive regulation of secretion"	614	27	19.14	"0.04645"
"GO:0040017"	"positive regulation of locomotion"	807	34	25.16	"0.04665"
"GO:0007498"	"mesoderm development"	375	18	11.69	"0.04730"
"GO:1901888"	"regulation of cell junction assembly"	534	24	16.65	"0.04738"
"GO:0007186"	"G protein-coupled receptor signaling pat..."	725	31	22.6	"0.04744"
"GO:0010976"	"positive regulation of neuron projection..."	698	30	21.76	"0.04785"
"GO:0048599"	"oocyte development"	481	22	15	"0.04787"
"GO:0048513"	"animal organ development"	5812	200	181.19	"0.04828"
"GO:0032355"	"response to estradiol"	299	15	9.32	"0.04858"
"GO:0032502"	"developmental process"	9849	327	307.05	"0.04886"
"GO:0050679"	"positive regulation of epithelial cell p..."	249	13	7.76	"0.04902"
"GO:0048598"	"embryonic morphogenesis"	1497	58	46.67	"0.04971"
