"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0016310"	"phosphorylation"	2977	306	254.82	"0.00019"
"GO:0030219"	"megakaryocyte differentiation"	120	23	10.27	"0.00019"
"GO:0001841"	"neural tube formation"	251	39	21.48	"0.00020"
"GO:0030154"	"cell differentiation"	6345	608	543.11	"0.00020"
"GO:0060828"	"regulation of canonical Wnt signaling pa..."	384	54	32.87	"0.00020"
"GO:0098727"	"maintenance of cell number"	439	60	37.58	"0.00020"
"GO:0007062"	"sister chromatid cohesion"	136	25	11.64	"0.00020"
"GO:0008361"	"regulation of cell size"	563	73	48.19	"0.00022"
"GO:0035282"	"segmentation"	611	78	52.3	"0.00023"
"GO:0007223"	"Wnt signaling pathway, calcium modulatin..."	44	12	3.77	"0.00023"
"GO:0051081"	"nuclear membrane disassembly"	44	12	3.77	"0.00023"
"GO:0030111"	"regulation of Wnt signaling pathway"	526	69	45.02	"0.00024"
"GO:0060236"	"regulation of mitotic spindle organizati..."	99	20	8.47	"0.00024"
"GO:0008152"	"metabolic process"	14351	1283	1228.39	"0.00024"
"GO:0018193"	"peptidyl-amino acid modification"	1683	184	144.06	"0.00024"
"GO:0006265"	"DNA topological change"	38	11	3.25	"0.00024"
"GO:0046822"	"regulation of nucleocytoplasmic transpor..."	271	41	23.2	"0.00024"
"GO:0006468"	"protein phosphorylation"	2437	255	208.6	"0.00025"
"GO:0000281"	"mitotic cytokinesis"	254	39	21.74	"0.00025"
"GO:1901796"	"regulation of signal transduction by p53..."	220	35	18.83	"0.00026"
"GO:1902531"	"regulation of intracellular signal trans..."	2450	256	209.71	"0.00026"
"GO:0032212"	"positive regulation of telomere maintena..."	78	17	6.68	"0.00027"
"GO:0045792"	"negative regulation of cell size"	78	17	6.68	"0.00027"
"GO:0003002"	"regionalization"	1572	173	134.56	"0.00027"
"GO:0006611"	"protein export from nucleus"	398	55	34.07	"0.00027"
"GO:0051028"	"mRNA transport"	264	40	22.6	"0.00028"
"GO:0043543"	"protein acylation"	445	60	38.09	"0.00029"
"GO:0007492"	"endoderm development"	155	27	13.27	"0.00029"
"GO:0030397"	"membrane disassembly"	45	12	3.85	"0.00030"
"GO:1904666"	"regulation of ubiquitin protein ligase a..."	45	12	3.85	"0.00030"
"GO:0010971"	"positive regulation of G2/M transition o..."	58	14	4.96	"0.00030"
"GO:0048513"	"animal organ development"	5812	559	497.49	"0.00030"
"GO:0051098"	"regulation of binding"	665	83	56.92	"0.00030"
"GO:0006977"	"DNA damage response, signal transduction..."	79	17	6.76	"0.00031"
"GO:0007063"	"regulation of sister chromatid cohesion"	79	17	6.76	"0.00031"
"GO:1904358"	"positive regulation of telomere maintena..."	79	17	6.76	"0.00031"
"GO:0060070"	"canonical Wnt signaling pathway"	466	62	39.89	"0.00033"
"GO:0045639"	"positive regulation of myeloid cell diff..."	109	21	9.33	"0.00033"
"GO:0051960"	"regulation of nervous system development"	1979	211	169.4	"0.00033"
"GO:0048856"	"anatomical structure development"	9241	856	791	"0.00034"
"GO:0061136"	"regulation of proteasomal protein catabo..."	356	50	30.47	"0.00034"
"GO:0006405"	"RNA export from nucleus"	303	44	25.94	"0.00037"
"GO:1904353"	"regulation of telomere capping"	66	15	5.65	"0.00037"
"GO:0051973"	"positive regulation of telomerase activi..."	73	16	6.25	"0.00037"
"GO:0001704"	"formation of primary germ layer"	242	37	20.71	"0.00039"
"GO:0032506"	"cytokinetic process"	142	25	12.15	"0.00041"
"GO:0040010"	"positive regulation of growth rate"	53	13	4.54	"0.00041"
"GO:0048869"	"cellular developmental process"	6467	615	553.55	"0.00042"
"GO:0045995"	"regulation of embryonic development"	480	63	41.09	"0.00042"
"GO:0006997"	"nucleus organization"	332	47	28.42	"0.00043"
"GO:0048468"	"cell development"	5278	510	451.78	"0.00043"
"GO:0071897"	"DNA biosynthetic process"	369	51	31.59	"0.00044"
"GO:0061647"	"histone H3-K9 modification"	89	18	7.62	"0.00047"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent ..."	704	86	60.26	"0.00048"
"GO:0040025"	"vulval development"	280	41	23.97	"0.00049"
"GO:0032206"	"positive regulation of telomere maintena..."	120	22	10.27	"0.00050"
"GO:0032392"	"DNA geometric change"	177	29	15.15	"0.00051"
"GO:0051445"	"regulation of meiotic cell cycle"	169	28	14.47	"0.00053"
"GO:0030218"	"erythrocyte differentiation"	220	34	18.83	"0.00054"
"GO:2000736"	"regulation of stem cell differentiation"	186	30	15.92	"0.00054"
"GO:0018205"	"peptidyl-lysine modification"	619	77	52.98	"0.00055"
"GO:0044786"	"cell cycle DNA replication"	153	26	13.1	"0.00055"
"GO:0048477"	"oogenesis"	1389	153	118.89	"0.00059"
"GO:0014020"	"primary neural tube formation"	204	32	17.46	"0.00059"
"GO:1902751"	"positive regulation of cell cycle G2/M p..."	62	14	5.31	"0.00062"
"GO:0071166"	"ribonucleoprotein complex localization"	284	41	24.31	"0.00065"
"GO:0051347"	"positive regulation of transferase activ..."	942	109	80.63	"0.00068"
"GO:0032210"	"regulation of telomere maintenance via t..."	107	20	9.16	"0.00068"
"GO:0007004"	"telomere maintenance via telomerase"	131	23	11.21	"0.00071"
"GO:0021872"	"forebrain generation of neurons"	131	23	11.21	"0.00071"
"GO:0040009"	"regulation of growth rate"	70	15	5.99	"0.00072"
"GO:0051569"	"regulation of histone H3-K4 methylation"	56	13	4.79	"0.00072"
"GO:0051567"	"histone H3-K9 methylation"	63	14	5.39	"0.00073"
"GO:0001738"	"morphogenesis of a polarized epithelium"	396	53	33.9	"0.00075"
"GO:0034101"	"erythrocyte homeostasis"	233	35	19.94	"0.00076"
"GO:0007275"	"multicellular organism development"	8698	805	744.52	"0.00078"
"GO:0042067"	"establishment of ommatidial planar polar..."	116	21	9.93	"0.00079"
"GO:0033046"	"negative regulation of sister chromatid ..."	93	18	7.96	"0.00081"
"GO:0048608"	"reproductive structure development"	950	109	81.32	"0.00092"
"GO:0045646"	"regulation of erythrocyte differentiatio..."	79	16	6.76	"0.00093"
"GO:0009966"	"regulation of signal transduction"	4009	393	343.16	"0.00094"
"GO:0018105"	"peptidyl-serine phosphorylation"	419	55	35.86	"0.00095"
"GO:0016055"	"Wnt signaling pathway"	710	85	60.77	"0.00095"
"GO:1903313"	"positive regulation of mRNA metabolic pr..."	245	36	20.97	"0.00097"
"GO:0014009"	"glial cell proliferation"	126	22	10.79	"0.00099"
"GO:1904356"	"regulation of telomere maintenance via t..."	118	21	10.1	"0.00099"
"GO:0030178"	"negative regulation of Wnt signaling pat..."	281	40	24.05	"0.00099"
"GO:0001843"	"neural tube closure"	193	30	16.52	"0.00101"
"GO:0034501"	"protein localization to kinetochore"	65	14	5.56	"0.00102"
"GO:1903083"	"protein localization to condensed chromo..."	65	14	5.56	"0.00102"
"GO:0007096"	"regulation of exit from mitosis"	58	13	4.96	"0.00103"
"GO:0007264"	"small GTPase mediated signal transductio..."	722	86	61.8	"0.00104"
"GO:0043392"	"negative regulation of DNA binding"	95	18	8.13	"0.00105"
"GO:0061458"	"reproductive system development"	954	109	81.66	"0.00106"
"GO:0006278"	"RNA-templated DNA biosynthetic process"	135	23	11.56	"0.00108"
"GO:0006998"	"nuclear envelope organization"	103	19	8.82	"0.00108"
"GO:0060606"	"tube closure"	194	30	16.61	"0.00110"
"GO:0021983"	"pituitary gland development"	88	17	7.53	"0.00115"
"GO:0031399"	"regulation of protein modification proce..."	2578	262	220.67	"0.00118"
"GO:0034504"	"protein localization to nucleus"	548	68	46.91	"0.00119"
"GO:0035556"	"intracellular signal transduction"	3590	354	307.29	"0.00123"
"GO:0007131"	"reciprocal meiotic recombination"	120	21	10.27	"0.00123"
"GO:0140527"	"reciprocal homologous recombination"	120	21	10.27	"0.00123"
"GO:0051093"	"negative regulation of developmental pro..."	1614	172	138.15	"0.00125"
"GO:0048609"	"multicellular organismal reproductive pr..."	3151	314	269.71	"0.00129"
"GO:0017145"	"stem cell division"	276	39	23.62	"0.00131"
"GO:0007080"	"mitotic metaphase chromosome alignment"	74	15	6.33	"0.00132"
"GO:0010608"	"post-transcriptional regulation of gene ..."	991	112	84.83	"0.00133"
"GO:2000177"	"regulation of neural precursor cell prol..."	214	32	18.32	"0.00135"
"GO:0051568"	"histone H3-K4 methylation"	105	19	8.99	"0.00138"
"GO:0032873"	"negative regulation of stress-activated ..."	121	21	10.36	"0.00138"
"GO:0070303"	"negative regulation of stress-activated ..."	121	21	10.36	"0.00138"
"GO:0048565"	"digestive tract development"	551	68	47.16	"0.00138"
"GO:0097150"	"neuronal stem cell population maintenanc..."	67	14	5.73	"0.00139"
"GO:2000045"	"regulation of G1/S transition of mitotic..."	268	38	22.94	"0.00140"
"GO:0010824"	"regulation of centrosome duplication"	82	16	7.02	"0.00142"
"GO:0198738"	"cell-cell signaling by wnt"	730	86	62.49	"0.00144"
"GO:0045637"	"regulation of myeloid cell differentiati..."	305	42	26.11	"0.00145"
"GO:0010720"	"positive regulation of cell development"	1295	141	110.85	"0.00152"
"GO:0070897"	"transcription preinitiation complex asse..."	75	15	6.42	"0.00152"
"GO:0035825"	"homologous recombination"	122	21	10.44	"0.00153"
"GO:0006606"	"protein import into nucleus"	343	46	29.36	"0.00154"
"GO:0031123"	"RNA 3'-end processing"	288	40	24.65	"0.00158"
"GO:0032504"	"multicellular organism reproduction"	3316	328	283.84	"0.00160"
"GO:0030330"	"DNA damage response, signal transduction..."	190	29	16.26	"0.00161"
"GO:1904888"	"cranial skeletal system development"	156	25	13.35	"0.00166"
"GO:0016575"	"histone deacetylation"	131	22	11.21	"0.00167"
"GO:0090162"	"establishment of epithelial cell polarit..."	123	21	10.53	"0.00170"
"GO:0014013"	"regulation of gliogenesis"	217	32	18.57	"0.00170"
"GO:0046329"	"negative regulation of JNK cascade"	107	19	9.16	"0.00173"
"GO:1905269"	"positive regulation of chromatin organiz..."	244	35	20.89	"0.00173"
"GO:0007099"	"centriole replication"	76	15	6.51	"0.00175"
"GO:0051642"	"centrosome localization"	116	20	9.93	"0.00192"
"GO:1903050"	"regulation of proteolysis involved in pr..."	404	52	34.58	"0.00198"
"GO:0048599"	"oocyte development"	481	60	41.17	"0.00199"
"GO:0007064"	"mitotic sister chromatid cohesion"	77	15	6.59	"0.00200"
"GO:0010458"	"exit from mitosis"	77	15	6.59	"0.00200"
"GO:0098534"	"centriole assembly"	77	15	6.59	"0.00200"
"GO:2000104"	"negative regulation of DNA-templated DNA..."	55	12	4.71	"0.00203"
"GO:0007350"	"blastoderm segmentation"	424	54	36.29	"0.00208"
"GO:0006353"	"DNA-templated transcription termination"	85	16	7.28	"0.00209"
"GO:0055123"	"digestive system development"	580	70	49.65	"0.00210"
"GO:0043687"	"post-translational protein modification"	2224	227	190.37	"0.00210"
"GO:1903312"	"negative regulation of mRNA metabolic pr..."	176	27	15.06	"0.00213"
"GO:0010833"	"telomere maintenance via telomere length..."	142	23	12.15	"0.00216"
"GO:0051985"	"negative regulation of chromosome segreg..."	101	18	8.65	"0.00216"
"GO:0061062"	"regulation of nematode larval developmen..."	266	37	22.77	"0.00226"
"GO:0009896"	"positive regulation of catabolic process"	894	101	76.52	"0.00228"
"GO:0071168"	"protein localization to chromatin"	63	13	5.39	"0.00229"
"GO:0030324"	"lung development"	331	44	28.33	"0.00229"
"GO:0050767"	"regulation of neurogenesis"	1680	176	143.8	"0.00233"
"GO:0051100"	"negative regulation of binding"	285	39	24.39	"0.00236"
"GO:0061842"	"microtubule organizing center localizati..."	118	20	10.1	"0.00236"
"GO:0070301"	"cellular response to hydrogen peroxide"	143	23	12.24	"0.00237"
"GO:1904029"	"regulation of cyclin-dependent protein k..."	143	23	12.24	"0.00237"
"GO:0071763"	"nuclear membrane organization"	86	16	7.36	"0.00237"
"GO:0060441"	"epithelial tube branching involved in lu..."	56	12	4.79	"0.00238"
"GO:0031571"	"mitotic G1 DNA damage checkpoint signali..."	110	19	9.42	"0.00240"
"GO:0007444"	"imaginal disc development"	1050	116	89.88	"0.00241"
"GO:0045610"	"regulation of hemocyte differentiation"	49	11	4.19	"0.00242"
"GO:0032508"	"DNA duplex unwinding"	169	26	14.47	"0.00244"
"GO:1902806"	"regulation of cell cycle G1/S phase tran..."	286	39	24.48	"0.00251"
"GO:0030323"	"respiratory tube development"	333	44	28.5	"0.00257"
"GO:0045910"	"negative regulation of DNA recombination"	79	15	6.76	"0.00260"
"GO:0031398"	"positive regulation of protein ubiquitin..."	205	30	17.55	"0.00262"
"GO:1900193"	"regulation of oocyte maturation"	64	13	5.48	"0.00265"
"GO:0022613"	"ribonucleoprotein complex biogenesis"	817	93	69.93	"0.00269"
"GO:0031331"	"positive regulation of cellular cataboli..."	807	92	69.08	"0.00270"
"GO:0045648"	"positive regulation of erythrocyte diffe..."	57	12	4.88	"0.00279"
"GO:0051493"	"regulation of cytoskeleton organization"	931	104	79.69	"0.00282"
"GO:0018209"	"peptidyl-serine modification"	440	55	37.66	"0.00286"
"GO:0006475"	"internal protein amino acid acetylation"	354	46	30.3	"0.00290"
"GO:0000079"	"regulation of cyclin-dependent protein s..."	137	22	11.73	"0.00297"
"GO:0045595"	"regulation of cell differentiation"	2786	277	238.47	"0.00297"
"GO:0007549"	"dosage compensation"	88	16	7.53	"0.00302"
"GO:2000179"	"positive regulation of neural precursor ..."	96	17	8.22	"0.00304"
"GO:0006111"	"regulation of gluconeogenesis"	65	13	5.56	"0.00306"
"GO:0000723"	"telomere maintenance"	308	41	26.36	"0.00308"
"GO:0007265"	"Ras protein signal transduction"	609	72	52.13	"0.00310"
"GO:0042327"	"positive regulation of phosphorylation"	1384	147	118.47	"0.00318"
"GO:0050686"	"negative regulation of mRNA processing"	121	20	10.36	"0.00320"
"GO:0006378"	"mRNA polyadenylation"	73	14	6.25	"0.00324"
"GO:0048731"	"system development"	7288	675	623.83	"0.00326"
"GO:0032200"	"telomere organization"	309	41	26.45	"0.00327"
"GO:0044819"	"mitotic G1/S transition checkpoint signa..."	113	19	9.67	"0.00329"
"GO:0006473"	"protein acetylation"	385	49	32.95	"0.00329"
"GO:0019538"	"protein metabolic process"	7960	733	681.35	"0.00332"
"GO:1901976"	"regulation of cell cycle checkpoint"	81	15	6.93	"0.00335"
"GO:0043967"	"histone H4 acetylation"	147	23	12.58	"0.00339"
"GO:0048025"	"negative regulation of mRNA splicing, vi..."	89	16	7.62	"0.00340"
"GO:0060271"	"cilium assembly"	773	88	66.17	"0.00344"
"GO:0001837"	"epithelial to mesenchymal transition"	182	27	15.58	"0.00344"
"GO:0010569"	"regulation of double-strand break repair..."	66	13	5.65	"0.00352"
"GO:0017038"	"protein import"	406	51	34.75	"0.00360"
"GO:0006303"	"double-strand break repair via nonhomolo..."	148	23	12.67	"0.00370"
"GO:0007369"	"gastrulation"	524	63	44.85	"0.00372"
"GO:0001838"	"embryonic epithelial tube formation"	302	40	25.85	"0.00375"
"GO:0042176"	"regulation of protein catabolic process"	664	77	56.84	"0.00376"
"GO:0045927"	"positive regulation of growth"	776	88	66.42	"0.00382"
"GO:0048706"	"embryonic skeletal system development"	166	25	14.21	"0.00390"
"GO:2000134"	"negative regulation of G1/S transition o..."	166	25	14.21	"0.00390"
"GO:0018393"	"internal peptidyl-lysine acetylation"	350	45	29.96	"0.00390"
"GO:0044782"	"cilium organization"	797	90	68.22	"0.00390"
"GO:0010498"	"proteasomal protein catabolic process"	787	89	67.36	"0.00393"
"GO:1902115"	"regulation of organelle assembly"	379	48	32.44	"0.00396"
"GO:0008356"	"asymmetric cell division"	303	40	25.94	"0.00398"
"GO:0046580"	"negative regulation of Ras protein signa..."	115	19	9.84	"0.00402"
"GO:0009794"	"regulation of mitotic cell cycle, embryo..."	67	13	5.73	"0.00403"
"GO:0072091"	"regulation of stem cell proliferation"	202	29	17.29	"0.00405"
"GO:0001736"	"establishment of planar polarity"	332	43	28.42	"0.00413"
"GO:0035295"	"tube development"	2608	259	223.24	"0.00437"
"GO:1902807"	"negative regulation of cell cycle G1/S p..."	168	25	14.38	"0.00457"
"GO:0006312"	"mitotic recombination"	68	13	5.82	"0.00460"
"GO:0042023"	"DNA endoreduplication"	68	13	5.82	"0.00460"
"GO:0051438"	"regulation of ubiquitin-protein transfer..."	100	17	8.56	"0.00469"
"GO:0033120"	"positive regulation of RNA splicing"	84	15	7.19	"0.00478"
"GO:0031056"	"regulation of histone modification"	316	41	27.05	"0.00486"
"GO:2000573"	"positive regulation of DNA biosynthetic ..."	117	19	10.01	"0.00487"
"GO:0002262"	"myeloid cell homeostasis"	260	35	22.26	"0.00497"
"GO:0007164"	"establishment of tissue polarity"	336	43	28.76	"0.00512"
"GO:0016573"	"histone acetylation"	336	43	28.76	"0.00512"
"GO:0006101"	"citrate metabolic process"	101	17	8.65	"0.00520"
"GO:1901991"	"negative regulation of mitotic cell cycl..."	308	40	26.36	"0.00527"
"GO:0035017"	"cuticle pattern formation"	54	11	4.62	"0.00537"
"GO:0006352"	"DNA-templated transcription initiation"	337	43	28.85	"0.00539"
"GO:0072175"	"epithelial tube formation"	309	40	26.45	"0.00557"
"GO:0007304"	"chorion-containing eggshell formation"	127	20	10.87	"0.00560"
"GO:0044087"	"regulation of cellular component biogene..."	1750	179	149.79	"0.00576"
"GO:0031060"	"regulation of histone methylation"	136	21	11.64	"0.00580"
"GO:0090329"	"regulation of DNA-templated DNA replicat..."	136	21	11.64	"0.00580"
"GO:0032872"	"regulation of stress-activated MAPK casc..."	426	52	36.46	"0.00588"
"GO:0070302"	"regulation of stress-activated protein k..."	426	52	36.46	"0.00588"
"GO:0018394"	"peptidyl-lysine acetylation"	358	45	30.64	"0.00591"
"GO:0048634"	"regulation of muscle organ development"	235	32	20.12	"0.00592"
"GO:0060251"	"regulation of glial cell proliferation"	86	15	7.36	"0.00599"
"GO:0048583"	"regulation of response to stimulus"	5145	484	440.39	"0.00600"
"GO:2000001"	"regulation of DNA damage checkpoint"	55	11	4.71	"0.00620"
"GO:0043549"	"regulation of kinase activity"	1251	132	107.08	"0.00632"
"GO:0051716"	"cellular response to stimulus"	8439	770	722.35	"0.00638"
"GO:0045859"	"regulation of protein kinase activity"	1146	122	98.09	"0.00645"
"GO:0051130"	"positive regulation of cellular componen..."	2146	215	183.69	"0.00646"
"GO:0031401"	"positive regulation of protein modificat..."	1680	172	143.8	"0.00652"
"GO:0006476"	"protein deacetylation"	155	23	13.27	"0.00657"
"GO:0045862"	"positive regulation of proteolysis"	669	76	57.26	"0.00658"
"GO:0002562"	"somatic diversification of immune recept..."	87	15	7.45	"0.00668"
"GO:0035051"	"cardiocyte differentiation"	265	35	22.68	"0.00669"
"GO:0048569"	"post-embryonic animal organ development"	1064	114	91.07	"0.00686"
"GO:0048872"	"homeostasis of number of cells"	479	57	41	"0.00691"
"GO:0006972"	"hyperosmotic response"	56	11	4.79	"0.00713"
"GO:0031145"	"anaphase-promoting complex-dependent cat..."	56	11	4.79	"0.00713"
"GO:1902253"	"regulation of intrinsic apoptotic signal..."	56	11	4.79	"0.00713"
"GO:0009880"	"embryonic pattern specification"	500	59	42.8	"0.00723"
"GO:0048546"	"digestive tract morphogenesis"	257	34	22	"0.00725"
"GO:0001708"	"cell fate specification"	421	51	36.04	"0.00732"
"GO:0051972"	"regulation of telomerase activity"	113	18	9.67	"0.00738"
"GO:0001934"	"positive regulation of protein phosphory..."	1289	135	110.33	"0.00741"
"GO:0042386"	"hemocyte differentiation"	64	12	5.48	"0.00744"
"GO:0048762"	"mesenchymal cell differentiation"	267	35	22.85	"0.00750"
"GO:0046328"	"regulation of JNK cascade"	363	45	31.07	"0.00756"
"GO:0006298"	"mismatch repair"	72	13	6.16	"0.00756"
"GO:0050685"	"positive regulation of mRNA processing"	72	13	6.16	"0.00756"
"GO:0046824"	"positive regulation of nucleocytoplasmic..."	148	22	12.67	"0.00758"
"GO:0050770"	"regulation of axonogenesis"	422	51	36.12	"0.00766"
"GO:0030703"	"eggshell formation"	157	23	13.44	"0.00766"
"GO:0042325"	"regulation of phosphorylation"	2122	212	181.64	"0.00771"
"GO:0007165"	"signal transduction"	6272	581	536.86	"0.00788"
"GO:0030010"	"establishment of cell polarity"	403	49	34.5	"0.00789"
"GO:2001243"	"negative regulation of intrinsic apoptot..."	131	20	11.21	"0.00791"
"GO:0043388"	"positive regulation of DNA binding"	97	16	8.3	"0.00801"
"GO:1903706"	"regulation of hemopoiesis"	513	60	43.91	"0.00816"
"GO:2000772"	"regulation of cellular senescence"	57	11	4.88	"0.00817"
"GO:0007224"	"smoothened signaling pathway"	355	44	30.39	"0.00821"
"GO:2001234"	"negative regulation of apoptotic signali..."	326	41	27.9	"0.00823"
"GO:0002832"	"negative regulation of response to bioti..."	167	24	14.29	"0.00829"
"GO:0042771"	"intrinsic apoptotic signaling pathway in..."	81	14	6.93	"0.00843"
"GO:0009987"	"cellular process"	17887	1546	1531.06	"0.00845"
"GO:0021879"	"forebrain neuron differentiation"	106	17	9.07	"0.00847"
"GO:0033048"	"negative regulation of mitotic sister ch..."	73	13	6.25	"0.00850"
"GO:0060281"	"regulation of oocyte development"	141	21	12.07	"0.00875"
"GO:1903708"	"positive regulation of hemopoiesis"	186	26	15.92	"0.00882"
"GO:0006367"	"transcription initiation at RNA polymera..."	289	37	24.74	"0.00886"
"GO:0016072"	"rRNA metabolic process"	406	49	34.75	"0.00903"
"GO:0006099"	"tricarboxylic acid cycle"	90	15	7.7	"0.00914"
"GO:0016444"	"somatic cell DNA recombination"	90	15	7.7	"0.00914"
"GO:0021537"	"telencephalon development"	476	56	40.74	"0.00923"
"GO:0045217"	"cell-cell junction maintenance"	58	11	4.96	"0.00933"
"GO:0051657"	"maintenance of organelle location"	66	12	5.65	"0.00952"
"GO:0031098"	"stress-activated protein kinase signalin..."	538	62	46.05	"0.00987"
"GO:0051961"	"negative regulation of nervous system de..."	753	83	64.45	"0.00992"
"GO:0009953"	"dorsal/ventral pattern formation"	488	57	41.77	"0.01000"
"GO:0006417"	"regulation of translation"	712	79	60.94	"0.01002"
"GO:1902667"	"regulation of axon guidance"	134	20	11.47	"0.01011"
"GO:0008284"	"positive regulation of cell population p..."	1820	183	155.79	"0.01026"
"GO:0051403"	"stress-activated MAPK cascade"	479	56	41	"0.01042"
"GO:0051962"	"positive regulation of nervous system de..."	1101	116	94.24	"0.01056"
"GO:0032205"	"negative regulation of telomere maintena..."	75	13	6.42	"0.01064"
"GO:0046825"	"regulation of protein export from nucleu..."	75	13	6.42	"0.01064"
"GO:0072698"	"protein localization to microtubule cyto..."	75	13	6.42	"0.01064"
"GO:0090398"	"cellular senescence"	126	19	10.79	"0.01077"
"GO:0140056"	"organelle localization by membrane tethe..."	264	34	22.6	"0.01077"
"GO:0006487"	"protein N-linked glycosylation"	135	20	11.56	"0.01094"
"GO:0060485"	"mesenchyme development"	371	45	31.76	"0.01100"
"GO:0035601"	"protein deacylation"	171	24	14.64	"0.01100"
"GO:0048103"	"somatic stem cell division"	171	24	14.64	"0.01100"
"GO:0019941"	"modification-dependent protein catabolic..."	924	99	79.09	"0.01126"
"GO:0055024"	"regulation of cardiac muscle tissue deve..."	118	18	10.1	"0.01145"
"GO:0072332"	"intrinsic apoptotic signaling pathway by..."	118	18	10.1	"0.01145"
"GO:0007365"	"periodic partitioning"	84	14	7.19	"0.01155"
"GO:0048286"	"lung alveolus development"	76	13	6.51	"0.01186"
"GO:1900424"	"regulation of defense response to bacter..."	76	13	6.51	"0.01186"
"GO:0008283"	"cell population proliferation"	5115	477	437.83	"0.01190"
"GO:0002052"	"positive regulation of neuroblast prolif..."	68	12	5.82	"0.01203"
"GO:0040020"	"regulation of meiotic nuclear division"	93	15	7.96	"0.01227"
"GO:0048483"	"autonomic nervous system development"	93	15	7.96	"0.01227"
"GO:0022618"	"protein-RNA complex assembly"	443	52	37.92	"0.01227"
"GO:0051784"	"negative regulation of nuclear division"	119	18	10.19	"0.01245"
"GO:0072350"	"tricarboxylic acid metabolic process"	119	18	10.19	"0.01245"
"GO:0043009"	"chordate embryonic development"	1150	120	98.44	"0.01247"
"GO:0048232"	"male gamete generation"	1182	123	101.17	"0.01248"
"GO:0071826"	"protein-RNA complex organization"	474	55	40.57	"0.01272"
"GO:0033119"	"negative regulation of RNA splicing"	102	16	8.73	"0.01282"
"GO:0007498"	"mesoderm development"	375	45	32.1	"0.01315"
"GO:1900087"	"positive regulation of G1/S transition o..."	77	13	6.59	"0.01319"
"GO:0006094"	"gluconeogenesis"	111	17	9.5	"0.01323"
"GO:1901875"	"positive regulation of post-translationa..."	395	47	33.81	"0.01325"
"GO:0042127"	"regulation of cell population proliferat..."	3193	306	273.31	"0.01335"
"GO:1901873"	"regulation of post-translational protein..."	690	76	59.06	"0.01340"
"GO:0098732"	"macromolecule deacylation"	174	24	14.89	"0.01346"
"GO:0030717"	"oocyte karyosome formation"	69	12	5.91	"0.01346"
"GO:0061988"	"karyosome formation"	69	12	5.91	"0.01346"
"GO:0007306"	"egg chorion assembly"	120	18	10.27	"0.01351"
"GO:0000387"	"spliceosomal snRNP assembly"	61	11	5.22	"0.01354"
"GO:0048598"	"embryonic morphogenesis"	1497	152	128.14	"0.01355"
"GO:0051058"	"negative regulation of small GTPase medi..."	129	19	11.04	"0.01368"
"GO:0010001"	"glial cell differentiation"	376	45	32.18	"0.01374"
"GO:0031440"	"regulation of mRNA 3'-end processing"	103	16	8.82	"0.01401"
"GO:0033260"	"nuclear DNA replication"	86	14	7.36	"0.01409"
"GO:1902117"	"positive regulation of organelle assembl..."	175	24	14.98	"0.01438"
"GO:0030513"	"positive regulation of BMP signaling pat..."	78	13	6.68	"0.01462"
"GO:0044380"	"protein localization to cytoskeleton"	78	13	6.68	"0.01462"
"GO:0048580"	"regulation of post-embryonic development"	299	37	25.59	"0.01476"
"GO:0048864"	"stem cell development"	148	21	12.67	"0.01480"
"GO:0007422"	"peripheral nervous system development"	270	34	23.11	"0.01480"
"GO:1902692"	"regulation of neuroblast proliferation"	139	20	11.9	"0.01483"
"GO:0043488"	"regulation of mRNA stability"	280	35	23.97	"0.01506"
"GO:0007219"	"Notch signaling pathway"	509	58	43.57	"0.01518"
"GO:0001932"	"regulation of protein phosphorylation"	1949	193	166.83	"0.01519"
"GO:0046039"	"GTP metabolic process"	62	11	5.31	"0.01523"
"GO:0050769"	"positive regulation of neurogenesis"	988	104	84.57	"0.01530"
"GO:1990823"	"response to leukemia inhibitory factor"	204	27	17.46	"0.01537"
"GO:1990830"	"cellular response to leukemia inhibitory..."	204	27	17.46	"0.01537"
"GO:0021543"	"pallium development"	349	42	29.87	"0.01545"
"GO:0045839"	"negative regulation of mitotic nuclear d..."	87	14	7.45	"0.01551"
"GO:0090102"	"cochlea development"	113	17	9.67	"0.01563"
"GO:0072089"	"stem cell proliferation"	419	49	35.86	"0.01568"
"GO:0018107"	"peptidyl-threonine phosphorylation"	195	26	16.69	"0.01572"
"GO:0006511"	"ubiquitin-dependent protein catabolic pr..."	915	97	78.32	"0.01572"
"GO:0048704"	"embryonic skeletal system morphogenesis"	140	20	11.98	"0.01595"
"GO:0061013"	"regulation of mRNA catabolic process"	291	36	24.91	"0.01606"
"GO:0042306"	"regulation of protein import into nucleu..."	177	24	15.15	"0.01635"
"GO:0003279"	"cardiac septum development"	168	23	14.38	"0.01663"
"GO:0060996"	"dendritic spine development"	168	23	14.38	"0.01663"
"GO:0003281"	"ventricular septum development"	105	16	8.99	"0.01664"
"GO:0051056"	"regulation of small GTPase mediated sign..."	461	53	39.46	"0.01678"
"GO:0009888"	"tissue development"	3793	358	324.67	"0.01698"
"GO:0009968"	"negative regulation of signal transducti..."	1955	193	167.34	"0.01701"
"GO:0051964"	"negative regulation of synapse assembly"	150	21	12.84	"0.01703"
